41.696707,-72.755959,13.7,1.53,0.039,0,*
41.696691,-72.755879,16,2.667,0.785,1,*
41.696678,-72.755803,14.1,1.844,0.863,2,*
41.696668,-72.75574,11.6,2.393,0.549,3,*
41.696659,-72.75569,8.7,1.961,0.157,4,*
41.696651,-72.755657,5.3,1.491,-0.157,5,*
41.696818,-72.755381,12,1.844,-0.471,6,Hard Acceleration
41.696868,-72.755358,12.2,2.667,-0.314,7,*
41.696916,-72.75532,14.3,2.432,-0.078,8,*
41.696973,-72.755285,16,1.844,-1.294,9,*
41.697039,-72.755253,17.4,0.078,-0.941,10,*
41.697096,-72.755216,15.5,0.588,-0.471,11,*
41.69714,-72.75518,12.1,0.51,-0.824,12,*
41.697178,-72.755156,9.8,-0.196,-0.628,13,*
41.697207,-72.755129,8.1,0.431,-0.628,14,*
41.697226,-72.755124,4.8,0.706,-0.745,15,*
41.697242,-72.75511,4.6,2.667,-0.588,16,*
41.697266,-72.755118,5.2,2.942,-0.275,17,*
41.697294,-72.755103,7.5,2.903,-0.588,18,*
41.69733,-72.755092,9.9,2.981,-0.471,19,*
41.697377,-72.755084,11.6,2.511,-0.902,20,*
41.697432,-72.755068,13.8,2.628,-0.902,21,*
41.697497,-72.755042,16.6,2.001,-0.863,22,*
41.697563,-72.75502,17,1.726,-0.902,23,*
41.697625,-72.754993,16.5,1.53,-0.745,24,*
41.697686,-72.754966,16.1,1.216,-0.745,25,*
41.697749,-72.754957,15.3,0.471,-0.863,26,*
41.697817,-72.754952,16.3,0.353,-1.098,27,*
41.697866,-72.75493,13,-0.118,-0.706,28,*
41.697902,-72.754909,9.9,-0.667,-0.981,29,*
41.697923,-72.754898,6,0.157,-0.785,30,*
41.697943,-72.754909,5.3,1.726,-0.745,31,*
41.697949,-72.754917,3.3,2.707,-0.235,32,*
41.697949,-72.754916,0.8,2.746,0.431,33,*
41.697961,-72.754914,3.8,3.099,1.294,34,*
41.697982,-72.75494,5.2,1.765,2.079,35,*
41.697995,-72.754957,7.6,2.236,0.471,36,*
41.697997,-72.755005,9.3,2.314,-0.314,37,*
41.697988,-72.755055,10.6,2.314,-0.235,38,*
41.697978,-72.755116,11.4,1.844,-1.098,39,*
41.697963,-72.75518,12.4,2.432,-0.235,40,*
41.697947,-72.755244,12.6,1.844,-0.628,41,*
41.697932,-72.755307,12.1,1.961,-0.196,42,*
41.697922,-72.755367,12.2,2.314,-0.549,43,*
41.697913,-72.755454,14.3,2.236,-0.667,44,*
41.697907,-72.755544,15.7,1.804,-0.785,45,*
41.697903,-72.755642,17.2,1.373,-0.941,46,*
41.697892,-72.755736,17.3,1.216,-0.392,47,*
41.697885,-72.755842,18.3,0.902,0,48,*
41.697878,-72.75594,18.1,0.353,0.902,49,*
41.697867,-72.756028,17,0.941,1.412,50,*
41.697843,-72.756102,15.3,1.961,0.353,51,*
41.69782,-72.75616,13,2.354,0.157,52,*
41.697793,-72.756211,11.9,3.06,-0.353,53,*
41.697747,-72.756254,12.1,1.608,-0.706,54,*
41.697709,-72.756293,11.4,1.098,-0.902,55,*
41.69764,-72.756311,12.2,1.02,-0.118,56,*
41.697583,-72.756325,12.7,1.255,0.941,57,*
41.697538,-72.756338,11.7,0.549,1.294,58,*
41.69748,-72.756341,12.5,0.706,-0.118,59,*
41.697429,-72.756319,11.8,0.785,-1.569,60,*
41.697401,-72.756298,10.3,0.785,-2.785,61,*
41.697376,-72.756279,9.1,0.157,-1.177,62,*
41.697348,-72.756268,8.4,0.392,-0.471,63,*
41.697324,-72.756263,7.2,1.844,-0.706,64,*
41.697315,-72.756265,4.7,3.373,-1.02,65,*
41.697311,-72.756266,3.1,2.667,-0.981,66,*
41.697302,-72.75627,2.9,2.471,-2.001,67,*
41.697289,-72.756281,3.3,1.804,-1.844,68,*
41.697271,-72.756286,3.8,2.118,-1.687,69,*
41.69725,-72.756315,5.6,1.53,-0.902,70,*
41.697244,-72.756348,5.4,2.118,-0.275,71,*
41.697243,-72.756385,5.7,1.844,-0.392,72,*
41.697243,-72.756413,5.3,1.255,-0.706,73,*
41.697241,-72.756441,5.1,1.608,-0.353,74,*
41.69724,-72.756465,4.5,1.726,-0.275,75,*
41.697245,-72.756473,2.7,2.236,-0.353,76,*
41.697248,-72.756483,1.9,2.942,-0.157,77,*
41.697249,-72.756491,1.5,3.06,-0.235,78,*
41.697257,-72.756509,3.1,3.766,-1.255,79,*
41.697263,-72.75653,3.8,3.099,-2.667,80,*
41.697273,-72.75657,6.2,4.197,-6.512,81,*
41.697282,-72.75661,7,3.648,-0.353,82,*
41.697339,-72.756622,9,1.373,-0.785,83,*
41.697431,-72.756576,15.5,0.745,-0.314,84,Hard Acceleration
41.697518,-72.756559,18.9,1.608,-0.078,85,*
41.697611,-72.756543,20.9,1.687,-0.235,86,*
41.697712,-72.756528,22.9,1.02,-0.431,87,*
41.697815,-72.756506,24.3,1.255,-0.471,88,*
41.697915,-72.756486,24.6,1.098,-1.883,89,*
41.698012,-72.756466,24.5,1.098,-1.059,90,*
41.698105,-72.756446,24.1,1.177,-0.941,91,*
41.698187,-72.756422,22.8,0.745,-0.392,92,*
41.698274,-72.756406,22,-0.039,-0.824,93,*
41.69835,-72.756382,20.7,0.196,-1.098,94,*
41.698419,-72.756367,19.1,1.648,-0.275,95,*
41.698476,-72.75635,17,2.275,-0.275,96,*
41.698524,-72.756329,15.1,2.04,-0.275,97,*
41.698569,-72.756314,13.6,2.511,-0.353,98,*
41.698615,-72.756302,12.7,2.236,-0.628,99,*
41.698664,-72.756288,12.5,1.451,-0.039,100,*
41.698711,-72.756265,12.6,1.412,-0.588,101,*
41.698764,-72.756243,13,1.687,-0.392,102,*
41.698825,-72.756216,14.2,0.628,2.001,103,*
41.698876,-72.756182,14.1,1.334,2.628,104,*
41.698929,-72.756153,14.1,1.648,4.707,105,Hard Cornering
41.698993,-72.756148,14,2.157,4.276,106,Hard Cornering
41.699055,-72.75619,13.7,2.785,2.471,107,Hard Cornering
41.699083,-72.756238,12.3,2.667,-0.745,108,*
41.699092,-72.756322,13.4,2.432,-1.177,109,*
41.699107,-72.756411,15.3,2.589,-0.628,110,*
41.699097,-72.756525,18.6,2.981,-1.255,111,*
41.699089,-72.756649,21.2,2.393,-0.157,112,*
41.699081,-72.756771,22.3,1.922,-0.902,113,*
41.699061,-72.757048,25,2.511,-0.667,114,*
41.699045,-72.757192,25.9,3.373,-0.314,115,*
41.699017,-72.75735,27.6,2.628,-0.981,116,*
41.699006,-72.757518,29.4,3.06,-0.785,117,*
41.698985,-72.757686,30.5,3.06,-0.353,118,*
41.698973,-72.757857,31.2,1.844,-0.785,119,*
41.698943,-72.758045,32.5,1.294,-0.51,120,*
41.698909,-72.758239,33.6,1.451,-0.706,121,*
41.698867,-72.758425,33.8,1.098,-0.51,122,*
41.698822,-72.758627,35.1,3.138,-0.471,123,*
41.698782,-72.758808,34.5,1.569,-0.353,124,*
41.698745,-72.758985,33.9,1.451,-0.314,125,*
41.698729,-72.759163,33.3,1.922,-0.745,126,*
41.6987,-72.759339,32.9,1.726,-1.059,127,*
41.698684,-72.759511,32.2,1.059,-1.098,128,*
41.69865,-72.759678,31.6,1.687,-0.706,129,*
41.698617,-72.759848,31.6,1.687,-0.078,130,Speeding
41.698588,-72.760027,32.1,1.648,1.098,131,*
41.69855,-72.76019,31.5,1.726,0.824,132,*
41.69852,-72.760348,30.9,1.138,1.294,133,*
41.698483,-72.7605,30.1,0.706,2.981,134,*
41.698439,-72.760652,29.9,1.491,1.177,135,*
41.698377,-72.760809,30.5,1.334,0.628,136,*
41.698311,-72.760953,30.3,1.451,1.02,137,*
41.698242,-72.761089,30,1.922,1.373,138,*
41.698152,-72.761213,29.9,1.177,1.412,139,*
41.698051,-72.761326,30.1,2.04,0.824,140,Speeding
41.697929,-72.761415,30.3,0.824,1.294,141,*
41.697789,-72.761478,30.9,1.569,0.431,142,*
41.697661,-72.761525,30.3,1.608,-0.118,143,*
41.69751,-72.761538,30.2,-3.53,-1.177,144,*
41.69737,-72.761555,30.2,-3.177,-1.059,145,*
41.697226,-72.761572,31.1,-0.824,-1.098,146,*
41.697105,-72.761571,29,1.961,-0.628,147,*
41.697024,-72.761566,24.2,3.452,-0.353,148,*
41.696975,-72.761557,19,4.158,-0.628,149,*
41.696964,-72.761558,12.8,3.334,-0.824,150,Hard Breaking
41.696939,-72.76156,10.3,3.491,-0.902,151,*
41.696906,-72.761564,9.5,3.02,-0.588,152,*
41.696858,-72.76157,10.4,3.217,-1.216,153,*
41.696799,-72.76158,12.1,3.02,-1.098,154,*
41.696716,-72.76159,15.6,2.864,-1.255,155,*
41.696627,-72.761614,18.7,3.217,-1.844,156,*
41.696514,-72.761633,22.7,3.06,-2.197,157,*
41.69641,-72.761685,26.1,2.236,-2.55,158,*
41.696308,-72.761752,27.9,2.197,-2.275,159,*
41.696181,-72.761821,30.9,2.354,-2.275,160,Speeding
41.696056,-72.761895,32.3,2.707,-2.432,161,*
41.69592,-72.761988,34.9,2.275,-2.118,162,*
41.695798,-72.762113,36.5,2.314,-2.314,163,*
41.6957,-72.762298,39.3,2.157,-2.628,164,*
41.695608,-72.762469,40.1,2.354,-1.687,165,*
41.695515,-72.762638,39.9,1.765,-1.883,166,*
41.695429,-72.762815,40.1,1.412,-2.275,167,*
41.695351,-72.763001,40.3,1.216,-1.687,168,*
41.6953,-72.763206,40.7,0.51,0,169,*
41.695264,-72.763411,40.4,0.235,-0.314,170,*
41.695232,-72.763603,39,0.745,-1.726,171,*
41.695205,-72.763783,37.2,0.157,-1.608,172,*
41.695178,-72.763953,35.4,0.275,-1.255,173,*
41.695144,-72.76411,33.3,-0.235,-0.863,174,*
41.695119,-72.764256,31.1,-0.549,-0.628,175,*
41.695095,-72.764366,26.7,-0.314,-1.216,176,*
41.695087,-72.764456,22.6,0.902,-0.706,177,*
41.695094,-72.764516,17.6,1.804,-0.667,178,*
41.695104,-72.76455,12.4,1.765,-0.667,179,*
41.69511,-72.76456,7.6,1.569,-0.706,180,*
41.695117,-72.764559,4.1,1.687,-0.667,181,*
41.695119,-72.764555,2.1,1.765,-0.628,182,*
41.695119,-72.764552,1.1,1.804,-0.628,183,*
41.695131,-72.764551,0.7,1.608,-0.667,184,*
41.695137,-72.764546,0.5,1.804,-0.745,185,*
41.695146,-72.764544,0.8,1.804,-0.706,186,*
41.695159,-72.76454,1.4,1.883,-0.667,187,*
41.69516,-72.764538,0.8,1.844,-0.667,188,*
41.695163,-72.764534,0.5,1.726,-0.667,189,*
41.695158,-72.764525,0.6,1.804,-0.628,190,*
41.695163,-72.764518,0.6,1.883,-0.706,191,*
41.695174,-72.76451,1.1,1.765,-0.628,192,*
41.695175,-72.764511,0.4,2.157,-0.628,193,*
41.695177,-72.764509,0.2,3.609,-0.706,194,*
41.69518,-72.764511,0.1,3.177,0.157,195,*
41.695183,-72.764509,0.4,2.746,0.941,196,*
41.695187,-72.764512,0.5,2.511,2.157,197,*
41.695186,-72.76453,3.2,2.864,1.334,198,*
41.69518,-72.764557,4.9,2.667,1.059,199,*
41.695159,-72.764593,6.1,2.903,-0.235,200,*
41.695133,-72.764629,7.3,3.766,0.078,201,*
41.695098,-72.76466,8.4,2.864,-0.549,202,*
41.695063,-72.764675,8.3,2.393,-0.431,203,*
41.695007,-72.764673,9.6,1.961,-0.471,204,*
41.694934,-72.764667,12.3,1.961,-0.588,205,*
41.694845,-72.764641,15.7,0.745,-1.138,206,*
41.694755,-72.764613,18.3,1.255,-0.549,207,*
41.694659,-72.764587,20.6,0.588,-1.177,208,*
41.694561,-72.764572,21.8,0.706,-1.02,209,*
41.69446,-72.764554,23,0.785,-1.255,210,*
41.694365,-72.764542,23.4,0.902,-0.824,211,*
41.694267,-72.764524,23.8,1.177,-0.863,212,*
41.694172,-72.76451,23.8,0.431,-0.392,213,*
41.694082,-72.764489,23.3,-0.745,-0.667,214,*
41.694001,-72.764481,22,-0.667,-0.981,215,*
41.693926,-72.764468,20.4,0.471,-0.706,216,*
41.693849,-72.764452,20,1.922,-0.706,217,*
41.69379,-72.764437,17.6,2.236,-0.745,218,*
41.693744,-72.764434,14.8,3.648,-0.392,219,*
41.693711,-72.764426,12,4.158,-0.353,220,*
41.6937,-72.764428,8.1,3.687,-0.392,221,*
41.693688,-72.764427,5.8,3.334,-0.863,222,*
41.693682,-72.764427,0.8,2.393,-0.863,223,*
41.693649,-72.764411,5.6,2.55,-0.431,224,*
41.69341,-72.76432,12.3,2.118,-0.549,225,Hard Acceleration
41.693345,-72.764312,12.9,0.745,-0.902,226,*
41.693278,-72.764316,13.7,0.628,-0.628,227,*
41.693215,-72.764314,13.7,0.902,-0.588,228,*
41.693162,-72.764313,13.1,0.941,0.078,229,*
41.693119,-72.764316,11.8,1.255,-0.706,230,*
41.693073,-72.764308,11.2,2.667,-0.196,231,*
41.693023,-72.764297,11.4,2.589,-0.431,232,*
41.692963,-72.764291,12.2,0.785,1.334,233,*
41.692896,-72.764276,13.2,0.981,1.255,234,*
41.69284,-72.764257,13,0.745,0.588,235,Ran Stop Sign
41.692792,-72.76423,12.5,0.549,-0.392,236,*
41.692744,-72.764208,12,0.118,0.471,237,*
41.69272,-72.764182,9.6,-0.157,-1.098,238,*
41.692716,-72.764185,5.3,0.51,-1.177,239,*
41.692704,-72.764196,3.1,2.04,-0.824,240,*
41.692691,-72.764206,3,1.883,-0.902,241,*
41.692681,-72.764212,2.6,1.922,-0.863,242,*
41.692669,-72.764215,2.5,2.001,-0.941,243,*
41.692664,-72.764209,1.9,1.922,-0.824,244,*
41.692653,-72.76421,2,1.844,-0.902,245,*
41.692656,-72.764195,2,1.922,-0.941,246,*
41.692652,-72.764191,1.4,1.883,-0.902,247,*
41.692642,-72.764185,1.7,1.922,-0.863,248,*
41.692639,-72.764178,1.4,1.922,-0.902,249,*
41.692636,-72.764169,1.5,1.922,-0.863,250,*
41.692642,-72.764168,1,1.844,-0.863,251,*
41.692639,-72.764173,0.5,1.961,-0.902,252,*
41.692639,-72.76418,0.6,1.922,-0.863,253,*
41.692634,-72.764187,0.7,1.804,-0.981,254,*
41.692635,-72.764186,0.2,1.922,-0.902,255,*
41.692629,-72.764187,0.4,1.883,-0.863,256,*
41.692625,-72.764188,0.6,1.883,-0.902,257,*
41.692623,-72.764189,0.6,1.961,-0.863,258,*
41.692624,-72.764192,0.6,2.001,-0.902,259,*
41.692625,-72.764186,0.1,1.922,-0.941,260,*
41.692634,-72.764176,0.7,1.922,-0.902,261,*
41.692635,-72.764174,0.7,1.883,-0.902,262,*
41.692637,-72.764172,0.6,1.844,-0.863,263,*
41.692639,-72.764169,0.5,1.883,-0.863,264,*
41.692642,-72.764169,0.6,1.804,-0.863,265,*
41.692639,-72.764173,0.6,2.001,-0.824,266,*
41.692632,-72.764173,0.8,1.922,-0.902,267,*
41.692631,-72.764165,0.5,1.961,-0.863,268,*
41.69263,-72.764165,0.4,1.922,-0.863,269,*
41.692636,-72.764165,0.4,1.922,-0.902,270,*
41.692628,-72.764165,0.3,1.883,-0.863,271,*
41.692627,-72.764161,0.1,1.961,-0.863,272,*
41.692637,-72.764155,0.9,1.922,-0.785,273,*
41.69264,-72.764148,1.2,1.961,-0.941,274,*
41.692643,-72.764137,1.1,1.883,-0.863,275,*
41.692647,-72.764123,1,1.922,-0.824,276,*
41.692644,-72.764115,0.2,1.883,-0.902,277,*
41.692643,-72.764106,0.1,1.961,-0.902,278,*
41.69264,-72.764095,0.2,2.001,-0.902,279,*
41.69264,-72.764084,0.3,1.883,-0.863,280,*
41.692636,-72.764081,0.4,1.961,-0.941,281,*
41.692643,-72.764071,0.2,1.922,-0.902,282,*
41.69264,-72.764069,0.4,1.883,-0.863,283,*
41.692636,-72.764071,0.4,1.883,-0.863,284,*
41.692642,-72.764069,0.2,1.922,-0.902,285,*
41.692645,-72.764069,0.8,1.844,-0.863,286,*
41.692644,-72.764072,0.8,1.883,-0.902,287,*
41.692651,-72.764064,0.4,1.922,-0.902,288,*
41.692647,-72.764063,0.6,1.922,-0.824,289,*
41.692638,-72.76407,1.3,1.961,-0.902,290,*
41.69264,-72.764065,0.6,1.961,-0.981,291,*
41.692641,-72.764062,0.6,2.079,-0.863,292,*
41.692637,-72.764062,1,1.804,-0.863,293,*
41.692631,-72.764056,1.2,1.961,-0.824,294,*
41.69264,-72.764046,0.5,1.922,-0.902,295,*
41.692649,-72.76404,0.9,2.001,-0.863,296,*
41.692656,-72.76404,1.2,1.844,-0.824,297,*
41.692657,-72.764038,0.3,1.844,-0.941,298,*
41.692649,-72.764042,0.7,1.922,-0.863,299,*
